order_id,customer_id,order_date,product,quantity,unit_price,discount_pct,revenue,unit_cost
33,27,2026-03-18,Hair Growth System (Device),1,495.0,0.2,396.0,140.0
34,27,2026-06-01,Replacement Cap Pads,2,39.0,0.2,62.4,9.0
35,28,2026-05-17,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
36,29,2026-07-17,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
37,30,2026-04-21,Hair Growth System (Device),1,495.0,0.15,420.75,140.0
38,31,2026-07-25,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
39,32,2026-07-16,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
40,33,2026-02-27,Scalp Serum,1,59.0,0.0,59.0,14.0
41,33,2026-03-28,Scalp Serum,1,59.0,0.0,59.0,14.0
42,34,2026-06-23,Red Light Face Mask,1,249.0,0.0,249.0,75.0
43,35,2026-06-07,Scalp Serum,1,59.0,0.0,59.0,14.0
44,35,2026-07-14,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
45,36,2026-04-19,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
46,36,2026-06-09,Scalp Serum,1,59.0,0.0,59.0,14.0
47,37,2026-07-02,Scalp Serum,1,59.0,0.1,53.1,14.0
48,38,2026-06-18,Red Light Face Mask,1,249.0,0.0,249.0,75.0
49,39,2026-05-25,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
50,39,2026-07-03,Red Light Face Mask,1,249.0,0.1,224.1,75.0
51,40,2026-05-01,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
52,41,2026-06-18,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
53,41,2026-07-15,Replacement Cap Pads,1,39.0,0.1,35.1,9.0
54,42,2026-06-20,Red Light Face Mask,1,249.0,0.0,249.0,75.0
55,43,2026-02-10,Red Light Face Mask,1,249.0,0.15,211.65,75.0
56,44,2026-06-04,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
57,45,2026-07-25,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
58,46,2026-06-11,Hair Growth System (Device),1,495.0,0.2,396.0,140.0
59,47,2026-06-20,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
60,48,2026-07-24,Hair Growth System (Device),1,495.0,0.1,445.5,140.0
61,49,2026-04-09,Hair Growth System (Device),1,495.0,0.1,445.5,140.0
62,50,2026-05-08,Scalp Serum,1,59.0,0.0,59.0,14.0
63,51,2026-07-20,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
64,52,2026-04-21,Scalp Serum,1,59.0,0.0,59.0,14.0
65,53,2026-07-11,Scalp Serum,1,59.0,0.0,59.0,14.0
66,54,2026-06-18,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
67,55,2026-05-02,Hair Growth System (Device),1,495.0,0.15,420.75,140.0
68,56,2026-04-06,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
69,57,2026-06-11,Red Light Face Mask,1,249.0,0.0,249.0,75.0
70,57,2026-07-01,Scalp Serum,1,59.0,0.0,59.0,14.0
71,58,2026-07-05,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
72,59,2026-04-22,Hair Growth System (Device),1,495.0,0.15,420.75,140.0
73,60,2026-06-05,Hair Growth System (Device),1,495.0,0.1,445.5,140.0
74,61,2026-07-16,Scalp Serum,1,59.0,0.0,59.0,14.0
75,62,2026-07-07,Hair Growth System (Device),1,495.0,0.1,445.5,140.0
76,63,2026-04-19,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
77,64,2026-03-13,Red Light Face Mask,1,249.0,0.15,211.65,75.0
78,65,2026-05-07,Replacement Cap Pads,1,39.0,0.2,31.2,9.0
79,65,2026-07-10,Scalp Serum,1,59.0,0.15,50.15,14.0
80,66,2026-04-10,Scalp Serum,1,59.0,0.0,59.0,14.0
81,66,2026-07-26,Scalp Serum,1,59.0,0.0,59.0,14.0
82,67,2026-07-21,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
83,68,2026-06-19,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
84,69,2026-07-14,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
85,70,2026-06-28,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
86,70,2026-07-22,Scalp Serum,1,59.0,0.0,59.0,14.0
87,71,2026-04-30,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
88,72,2026-06-16,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
89,73,2026-05-11,Hair Growth System (Device),1,495.0,0.15,420.75,140.0
90,74,2026-05-31,Red Light Face Mask,1,249.0,0.0,249.0,75.0
91,75,2026-03-13,Scalp Serum,1,59.0,0.15,50.15,14.0
92,76,2026-06-06,Red Light Face Mask,1,249.0,0.0,249.0,75.0
93,77,2026-07-18,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
94,78,2026-05-14,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
95,78,2026-06-13,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
96,78,2026-07-07,Scalp Serum,1,59.0,0.0,59.0,14.0
97,79,2026-04-28,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
98,80,2026-06-24,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
99,81,2026-03-03,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
100,81,2026-07-04,Replacement Cap Pads,2,39.0,0.0,78.0,9.0
101,82,2026-05-09,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
102,83,2026-07-26,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
103,84,2026-05-16,Red Light Face Mask,1,249.0,0.0,249.0,75.0
104,85,2026-05-18,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
105,86,2026-04-24,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
106,87,2026-05-31,Hair Growth System (Device),1,495.0,0.1,445.5,140.0
107,88,2026-07-14,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
108,89,2026-03-13,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
109,90,2026-05-19,Scalp Serum,1,59.0,0.0,59.0,14.0
110,90,2026-06-04,Scalp Serum,2,59.0,0.0,118.0,14.0
111,90,2026-07-12,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
112,91,2026-06-16,Scalp Serum,1,59.0,0.1,53.1,14.0
113,91,2026-07-10,Scalp Serum,1,59.0,0.0,59.0,14.0
114,92,2026-06-14,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
115,92,2026-07-24,Scalp Serum,1,59.0,0.0,59.0,14.0
116,93,2026-01-02,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
117,93,2026-03-16,Scalp Serum,2,59.0,0.1,106.2,14.0
118,94,2026-01-17,Red Light Face Mask,1,249.0,0.15,211.65,75.0
119,94,2026-04-02,Scalp Serum,1,59.0,0.0,59.0,14.0
120,94,2026-07-24,Scalp Serum,1,59.0,0.0,59.0,14.0
121,95,2026-05-14,Scalp Serum,1,59.0,0.0,59.0,14.0
122,95,2026-07-24,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
123,96,2026-02-06,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
124,97,2026-05-04,Hair Growth System (Device),1,495.0,0.1,445.5,140.0
125,98,2026-07-05,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
126,99,2026-01-20,Scalp Serum,1,59.0,0.1,53.1,14.0
127,100,2026-05-21,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
128,100,2026-07-20,Scalp Serum,1,59.0,0.0,59.0,14.0
129,101,2026-05-16,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
130,102,2026-05-04,Scalp Serum,1,59.0,0.0,59.0,14.0
131,103,2026-06-12,Scalp Serum,1,59.0,0.0,59.0,14.0
132,104,2026-04-10,Scalp Serum,1,59.0,0.0,59.0,14.0
133,104,2026-07-16,Red Light Face Mask,1,249.0,0.0,249.0,75.0
134,105,2026-04-06,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
135,106,2026-07-04,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
136,107,2026-05-29,Red Light Face Mask,1,249.0,0.0,249.0,75.0
137,108,2026-06-03,Hair Growth System (Device),1,495.0,0.1,445.5,140.0
138,109,2026-06-22,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
139,110,2026-07-01,Scalp Serum,1,59.0,0.0,59.0,14.0
140,111,2026-02-05,Hair Growth System (Device),1,495.0,0.1,445.5,140.0
141,112,2026-05-17,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
142,112,2026-07-07,Scalp Serum,1,59.0,0.0,59.0,14.0
143,113,2026-05-01,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
144,114,2026-07-12,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
145,115,2026-07-13,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
146,116,2026-06-02,Scalp Serum,1,59.0,0.0,59.0,14.0
147,117,2026-05-03,Hair Growth System (Device),1,495.0,0.15,420.75,140.0
148,118,2026-05-31,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
149,119,2026-07-20,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
150,120,2026-07-10,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
151,121,2026-03-22,Red Light Face Mask,1,249.0,0.0,249.0,75.0
152,122,2026-07-03,Hair Growth System (Device),1,495.0,0.15,420.75,140.0
153,123,2026-07-05,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
154,124,2026-07-03,Red Light Face Mask,1,249.0,0.0,249.0,75.0
155,125,2026-06-08,Scalp Serum,1,59.0,0.0,59.0,14.0
156,125,2026-07-03,Replacement Cap Pads,2,39.0,0.15,66.3,9.0
157,126,2026-07-16,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
158,127,2026-02-25,Scalp Serum,1,59.0,0.0,59.0,14.0
159,127,2026-03-24,Scalp Serum,2,59.0,0.0,118.0,14.0
160,127,2026-06-28,Scalp Serum,1,59.0,0.0,59.0,14.0
161,128,2026-02-20,Red Light Face Mask,1,249.0,0.0,249.0,75.0
162,128,2026-05-08,Scalp Serum,2,59.0,0.2,94.4,14.0
163,129,2026-02-20,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
164,130,2026-07-15,Red Light Face Mask,1,249.0,0.0,249.0,75.0
165,131,2026-05-24,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
166,132,2026-07-19,Red Light Face Mask,1,249.0,0.0,249.0,75.0
167,133,2026-06-20,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
168,134,2026-03-23,Hair Growth System (Device),1,495.0,0.1,445.5,140.0
169,134,2026-06-24,Scalp Serum,1,59.0,0.0,59.0,14.0
170,135,2026-07-20,Replacement Cap Pads,1,39.0,0.1,35.1,9.0
171,136,2026-05-30,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
172,137,2026-05-20,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
173,138,2026-03-26,Replacement Cap Pads,1,39.0,0.1,35.1,9.0
174,138,2026-04-14,Scalp Serum,1,59.0,0.0,59.0,14.0
175,139,2026-05-15,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
176,140,2026-07-07,Replacement Cap Pads,1,39.0,0.1,35.1,9.0
177,141,2026-03-06,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
178,142,2026-06-29,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
179,143,2026-07-17,Hair Growth System (Device),1,495.0,0.15,420.75,140.0
180,144,2026-03-21,Scalp Serum,1,59.0,0.0,59.0,14.0
181,145,2026-06-26,Scalp Serum,1,59.0,0.0,59.0,14.0
182,145,2026-07-05,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
183,146,2026-07-24,Red Light Face Mask,1,249.0,0.0,249.0,75.0
184,147,2026-07-07,Hair Growth System (Device),1,495.0,0.15,420.75,140.0
185,148,2026-07-12,Scalp Serum,1,59.0,0.0,59.0,14.0
186,149,2026-06-03,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
187,150,2026-05-07,Red Light Face Mask,1,249.0,0.0,249.0,75.0
188,151,2026-04-08,Red Light Face Mask,1,249.0,0.0,249.0,75.0
189,152,2026-04-11,Hair Growth System (Device),1,495.0,0.15,420.75,140.0
190,153,2026-07-13,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
191,154,2026-07-12,Scalp Serum,1,59.0,0.0,59.0,14.0
192,155,2026-05-03,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
193,156,2026-05-10,Scalp Serum,1,59.0,0.0,59.0,14.0
194,156,2026-06-19,Scalp Serum,1,59.0,0.0,59.0,14.0
195,157,2026-07-05,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
196,158,2026-05-20,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
197,159,2026-04-13,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
198,159,2026-05-18,Replacement Cap Pads,1,39.0,0.15,33.15,9.0
199,159,2026-06-08,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
200,160,2026-07-02,Scalp Serum,1,59.0,0.0,59.0,14.0
201,161,2026-04-28,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
202,161,2026-06-18,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
203,162,2026-07-12,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
204,163,2026-07-29,Red Light Face Mask,1,249.0,0.0,249.0,75.0
205,164,2026-05-11,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
206,165,2026-07-10,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
207,166,2026-04-16,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
208,166,2026-06-03,Scalp Serum,2,59.0,0.0,118.0,14.0
209,167,2026-06-07,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
210,168,2026-07-14,Scalp Serum,1,59.0,0.15,50.15,14.0
211,169,2026-04-21,Hair Growth System (Device),1,495.0,0.15,420.75,140.0
212,170,2026-05-20,Scalp Serum,1,59.0,0.0,59.0,14.0
213,170,2026-06-20,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
214,170,2026-07-17,Scalp Serum,1,59.0,0.15,50.15,14.0
215,171,2026-05-22,Hair Growth System (Device),1,495.0,0.15,420.75,140.0
216,172,2026-02-18,Scalp Serum,1,59.0,0.0,59.0,14.0
217,173,2026-05-10,Red Light Face Mask,1,249.0,0.0,249.0,75.0
218,173,2026-06-14,Scalp Serum,1,59.0,0.0,59.0,14.0
219,174,2026-07-13,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
220,175,2026-03-20,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
221,175,2026-04-10,Scalp Serum,1,59.0,0.0,59.0,14.0
222,175,2026-06-20,Scalp Serum,1,59.0,0.0,59.0,14.0
223,175,2026-07-25,Scalp Serum,2,59.0,0.0,118.0,14.0
224,176,2026-06-26,Red Light Face Mask,1,249.0,0.0,249.0,75.0
225,176,2026-07-16,Red Light Face Mask,2,249.0,0.0,498.0,75.0
226,177,2026-05-22,Hair Growth System (Device),1,495.0,0.15,420.75,140.0
227,178,2026-04-17,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
228,179,2026-06-29,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
229,180,2026-04-24,Hair Growth System (Device),1,495.0,0.1,445.5,140.0
230,181,2026-05-17,Replacement Cap Pads,1,39.0,0.2,31.2,9.0
231,181,2026-07-07,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
232,182,2026-03-12,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
233,183,2026-01-28,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
234,183,2026-03-11,Scalp Serum,2,59.0,0.15,100.3,14.0
235,184,2026-03-21,Hair Growth System (Device),1,495.0,0.2,396.0,140.0
236,185,2026-04-14,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
237,186,2026-03-03,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
238,186,2026-05-24,Red Light Face Mask,2,249.0,0.0,498.0,75.0
239,187,2026-06-03,Scalp Serum,1,59.0,0.0,59.0,14.0
240,188,2026-06-07,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
241,189,2026-06-18,Scalp Serum,1,59.0,0.1,53.1,14.0
242,190,2026-01-27,Hair Growth System (Device),1,495.0,0.1,445.5,140.0
243,191,2026-06-30,Scalp Serum,1,59.0,0.0,59.0,14.0
244,192,2026-06-30,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
245,193,2026-06-05,Red Light Face Mask,1,249.0,0.0,249.0,75.0
246,194,2026-07-06,Red Light Face Mask,1,249.0,0.0,249.0,75.0
247,195,2026-06-17,Scalp Serum,1,59.0,0.0,59.0,14.0
248,196,2026-07-05,Replacement Cap Pads,1,39.0,0.1,35.1,9.0
249,197,2026-02-03,Hair Growth System (Device),1,495.0,0.2,396.0,140.0
250,198,2026-05-14,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
251,199,2026-02-10,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
252,199,2026-03-04,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
253,199,2026-05-20,Red Light Face Mask,1,249.0,0.0,249.0,75.0
254,200,2026-02-16,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
255,200,2026-06-11,Replacement Cap Pads,2,39.0,0.0,78.0,9.0
256,201,2026-05-20,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
257,201,2026-06-01,Replacement Cap Pads,2,39.0,0.0,78.0,9.0
258,202,2026-07-26,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
259,203,2026-06-25,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
260,204,2026-04-19,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
261,205,2026-05-19,Red Light Face Mask,1,249.0,0.15,211.65,75.0
262,205,2026-06-07,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
263,205,2026-07-28,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
264,206,2026-04-25,Hair Growth System (Device),1,495.0,0.2,396.0,140.0
265,207,2026-04-25,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
266,208,2026-03-28,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
267,208,2026-04-15,Red Light Face Mask,1,249.0,0.0,249.0,75.0
268,209,2026-06-29,Scalp Serum,1,59.0,0.0,59.0,14.0
269,210,2026-05-20,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
270,211,2026-02-20,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
271,211,2026-05-04,Replacement Cap Pads,2,39.0,0.0,78.0,9.0
272,212,2026-07-02,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
273,213,2026-07-14,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
274,214,2026-03-16,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
275,214,2026-05-14,Scalp Serum,2,59.0,0.15,100.3,14.0
276,214,2026-06-10,Scalp Serum,1,59.0,0.0,59.0,14.0
277,215,2026-05-07,Hair Growth System (Device),1,495.0,0.2,396.0,140.0
278,215,2026-06-13,Replacement Cap Pads,2,39.0,0.0,78.0,9.0
279,216,2026-03-24,Scalp Serum,1,59.0,0.15,50.15,14.0
280,216,2026-04-06,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
281,216,2026-05-25,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
282,217,2026-05-21,Scalp Serum,1,59.0,0.0,59.0,14.0
283,217,2026-07-17,Scalp Serum,1,59.0,0.0,59.0,14.0
284,218,2026-05-08,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
285,218,2026-07-16,Scalp Serum,1,59.0,0.0,59.0,14.0
286,219,2026-07-26,Scalp Serum,1,59.0,0.15,50.15,14.0
287,220,2026-06-01,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
288,221,2026-07-05,Hair Growth System (Device),1,495.0,0.15,420.75,140.0
289,222,2026-06-15,Hair Growth System (Device),1,495.0,0.15,420.75,140.0
290,223,2026-04-05,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
291,224,2026-03-29,Hair Growth System (Device),1,495.0,0.15,420.75,140.0
292,224,2026-04-04,Red Light Face Mask,2,249.0,0.0,498.0,75.0
293,225,2026-07-09,Red Light Face Mask,1,249.0,0.1,224.1,75.0
294,226,2026-06-22,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
295,227,2026-04-24,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
296,228,2026-06-27,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
297,229,2026-05-07,Scalp Serum,1,59.0,0.0,59.0,14.0
298,230,2026-07-07,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
299,231,2026-05-07,Scalp Serum,1,59.0,0.0,59.0,14.0
300,232,2026-07-29,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
301,233,2026-01-23,Scalp Serum,1,59.0,0.0,59.0,14.0
302,234,2026-07-05,Red Light Face Mask,1,249.0,0.0,249.0,75.0
303,235,2026-07-28,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
304,236,2026-06-24,Scalp Serum,1,59.0,0.15,50.15,14.0
305,237,2026-07-06,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
306,238,2026-07-27,Replacement Cap Pads,1,39.0,0.2,31.2,9.0
307,239,2026-02-05,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
308,239,2026-06-28,Scalp Serum,1,59.0,0.0,59.0,14.0
309,240,2026-07-23,Red Light Face Mask,1,249.0,0.0,249.0,75.0
310,241,2026-06-01,Red Light Face Mask,1,249.0,0.0,249.0,75.0
311,242,2026-04-04,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
312,243,2026-06-16,Red Light Face Mask,1,249.0,0.0,249.0,75.0
313,244,2026-06-18,Red Light Face Mask,1,249.0,0.1,224.1,75.0
314,245,2026-03-29,Hair Growth System (Device),1,495.0,0.15,420.75,140.0
315,246,2026-05-03,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
316,246,2026-06-27,Red Light Face Mask,1,249.0,0.0,249.0,75.0
317,247,2026-07-16,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
318,248,2026-07-05,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
319,249,2026-06-09,Red Light Face Mask,1,249.0,0.2,199.2,75.0
320,250,2026-07-18,Hair Growth System (Device),1,495.0,0.1,445.5,140.0
321,251,2026-04-26,Red Light Face Mask,1,249.0,0.0,249.0,75.0
322,251,2026-05-25,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
323,252,2026-05-15,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
324,252,2026-07-18,Scalp Serum,1,59.0,0.0,59.0,14.0
325,253,2026-03-25,Red Light Face Mask,1,249.0,0.0,249.0,75.0
326,253,2026-04-21,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
327,253,2026-06-20,Red Light Face Mask,2,249.0,0.1,448.2,75.0
328,254,2026-05-04,Red Light Face Mask,1,249.0,0.15,211.65,75.0
329,255,2026-04-30,Red Light Face Mask,1,249.0,0.15,211.65,75.0
330,255,2026-06-01,Red Light Face Mask,1,249.0,0.0,249.0,75.0
331,256,2026-05-14,Hair Growth System (Device),1,495.0,0.15,420.75,140.0
332,257,2026-03-10,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
333,258,2026-05-22,Red Light Face Mask,1,249.0,0.0,249.0,75.0
334,259,2026-07-25,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
335,260,2026-07-27,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
336,261,2026-07-23,Red Light Face Mask,1,249.0,0.0,249.0,75.0
337,262,2026-03-26,Red Light Face Mask,1,249.0,0.0,249.0,75.0
338,262,2026-06-22,Scalp Serum,1,59.0,0.0,59.0,14.0
339,262,2026-07-10,Scalp Serum,1,59.0,0.0,59.0,14.0
340,263,2026-07-17,Scalp Serum,1,59.0,0.0,59.0,14.0
341,264,2026-05-13,Hair Growth System (Device),1,495.0,0.1,445.5,140.0
342,265,2026-06-11,Hair Growth System (Device),1,495.0,0.15,420.75,140.0
343,266,2026-06-13,Scalp Serum,1,59.0,0.15,50.15,14.0
344,267,2026-04-23,Hair Growth System (Device),1,495.0,0.1,445.5,140.0
345,268,2026-03-19,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
346,269,2026-05-14,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
347,270,2026-06-08,Hair Growth System (Device),1,495.0,0.1,445.5,140.0
348,271,2026-05-12,Scalp Serum,1,59.0,0.0,59.0,14.0
349,271,2026-06-25,Scalp Serum,1,59.0,0.0,59.0,14.0
350,272,2026-07-11,Red Light Face Mask,1,249.0,0.0,249.0,75.0
351,273,2026-03-17,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
352,273,2026-06-16,Replacement Cap Pads,1,39.0,0.0,39.0,9.0
353,274,2026-07-29,Hair Growth System (Device),1,495.0,0.0,495.0,140.0
354,275,2026-03-22,Red Light Face Mask,1,249.0,0.1,224.1,75.0
355,276,2026-01-11,Red Light Face Mask,1,249.0,0.0,249.0,75.0
356,276,2026-02-27,Scalp Serum,1,59.0,0.0,59.0,14.0
